wavelength,intensity
200.0,58.121726818316205
200.30015007503752,46.94121793174962
200.60030015007504,47.359141238682724
200.90045022511256,44.63515688921915
201.20060030015009,54.327038146623394
201.5007503751876,38.492306515598585
201.8009004502251,58.7240588210824
202.10105052526262,46.19396549552449
202.40120060030014,51.59519548028549
202.70135067533766,48.75314812261295
203.0015007503752,57.31053968522487
203.3016508254127,39.69929645251173
203.60180090045023,48.38791397993246
203.90195097548775,48.07972822665792
204.20210105052527,55.66884721167719
204.5022511255628,44.500543663429845
204.8024012006003,49.13785896224782
205.1025512756378,45.61070791039314
205.40270135067533,50.21106873357797
205.70285142571285,52.914076068579114
206.00300150075037,44.49690411393539
206.3031515757879,55.72361854919807
206.60330165082541,54.50795360296398
206.90345172586294,52.512471694509344
207.20360180090046,54.504279746322055
207.50375187593798,46.581360704128336
207.8039019509755,49.38554887240676
208.104052026013,45.321152828704655
208.40420210105052,48.66055960186992
208.70435217608804,52.65177733369093
209.00450225112556,46.54169624137346
209.30465232616308,48.016232365720114
209.6048024012006,46.564136499402004
209.90495247623812,45.7739717925064
210.20510255127564,46.643769345815905
210.50525262631317,49.93667700540549
210.8054027013507,44.413448256823614
211.1055527763882,51.17207848908546
211.4057028514257,58.29901088554935
211.70585292646322,53.71022080288668
212.00600300150074,49.04082223819193
212.30615307653827,45.561855179575815
212.6063031515758,46.264208531245814
212.9064532266133,58.462273005138734
213.20660330165083,50.25403877388015
213.50675337668835,46.81502176715323
213.80690345172587,50.95457742333733
214.1070535267634,60.50127568239421
214.40720360180092,50.60079476240814
214.7073536768384,53.0860155485371
215.00750375187593,51.50085159977914
215.30765382691345,48.23875076753241
215.60780390195097,44.2874090098893
215.9079539769885,48.25328638793561
216.20810405202602,48.95552883312611
216.50825412706354,52.933115955910985
216.80840420210106,54.19491706937252
217.10855427713858,54.655510406517784
217.40870435217607,51.4279366262713
217.70885442721362,54.42570582135364
218.00900450225112,46.22801029501674
218.30915457728864,56.26434077616644
218.60930465232616,52.564649102090044
218.90945472736368,48.50953582448642
219.2096048024012,52.442590732687485
219.50975487743872,49.62214143489472
219.80990495247624,55.658146937257136
220.11005502751377,57.59908408211099
220.4102051025513,60.927877032665805
220.71035517758878,43.01751832255931
221.01050525262633,42.779430972852055
221.31065532766382,47.477670685267746
221.61080540270135,50.80018534723915
221.91095547773887,54.380844605581125
222.2111055527764,51.57817473620803
222.5112556278139,39.88899392087998
222.81140570285143,48.46897993685814
223.11155577788895,54.13987321303623
223.41170585292647,51.15047367682192
223.711855927964,53.810055901560126
224.0120060030015,48.8883592869482
224.312156078039,48.996209655350015
224.61230615307653,50.93280695494142
224.91245622811405,52.05025823604128
225.21260630315157,50.99149860063385
225.5127563781891,50.595043229037294
225.81290645322662,46.64668856855485
226.11305652826414,51.8878189316046
226.41320660330166,50.609106354957184
226.71335667833918,55.6474195395596
227.0135067533767,55.99458939950753
227.3136568284142,50.92578208741972
227.61380690345172,48.12357524954943
227.91395697848924,46.806347962728886
228.21410705352676,52.11747177032056
228.51425712856428,50.386700341742795
228.8144072036018,48.28073162214462
229.11455727863932,50.21798428417124
229.41470735367685,46.89999578025935
229.71485742871437,53.490160170361094
230.0150075037519,47.76435717607001
230.3151575787894,56.12253852402749
230.6153076538269,52.017458208954
230.91545772886442,52.96789261618534
231.21560780390195,44.52544077129479
231.51575787893947,50.84691216529334
231.815907953977,53.702782255481374
232.1160580290145,45.23149699096032
232.41620810405203,48.66890746998189
232.71635817908955,50.16307273346679
233.01650825412707,43.13441339876622
233.31665832916457,51.575796960211456
233.61680840420212,54.230803237925166
233.9169584792396,45.70242029584007
234.21710855427713,51.752729893320534
234.51725862931465,43.43858294381284
234.81740870435218,49.80652245366974
235.1175587793897,41.92113822648353
235.41770885442722,55.60708854117832
235.71785892946474,52.04450268968414
236.01800900450226,49.87691522062111
236.31815907953978,46.1241919041542
236.61830915457728,56.36877965079388
236.91845922961483,59.835508746273675
237.21860930465232,40.71009067776624
237.51875937968984,56.180820152264104
237.81890945472736,58.13825376574453
238.11905952976488,51.69005848287238
238.4192096048024,44.00365983832407
238.71935967983993,54.31672658772011
239.01950975487745,49.095398489609245
239.31965982991497,46.98039686103371
239.6198099049525,43.84970932166519
239.91995997998998,52.752687479881075
240.22011005502753,53.964034329596736
240.52026013006503,46.88234635160104
240.82041020510255,52.60288168536685
241.12056028014007,44.27829305188429
241.4207103551776,54.00930515935672
241.7208604302151,50.232836492120725
242.02101050525263,49.06715114046325
242.32116058029015,49.491270637354276
242.62131065532768,54.34443078502934
242.9214607303652,53.75205819932504
243.2216108054027,52.64732662176355
243.52176088044024,50.68850604998693
243.82191095547773,50.38910563956353
244.12206103051525,53.09190130999262
244.42221110555278,51.16247279589369
244.7223611805903,53.412757034322425
245.02251125562782,48.4494161324097
245.32266133066534,37.82581117946431
245.62281140570286,55.19412300929707
245.92296148074038,60.93489823487129
246.2231115557779,52.20682221784291
246.5232616308154,49.4992238335825
246.82341170585295,49.31777628051984
247.12356178089044,49.40472906112595
247.42371185592796,50.08704704150011
247.72386193096548,44.38990635653784
248.024012006003,47.41452803725987
248.32416208104053,45.01501006171675
248.62431215607805,51.267375462087855
248.92446223111557,49.90989309385912
249.22461230615306,82.98285751861063
249.5247623811906,294.6438961740241
249.8249124562281,781.1025486270333
250.12506253126563,840.4115569549436
250.42521260630315,376.28297752263205
250.72536268134067,86.81316395980542
251.0255127563782,49.26331002401713
251.3256628314157,54.556966351434276
251.62581290645323,62.6419895004845
251.92596298149076,48.75682707818488
252.22611305652828,50.21834496684352
252.52626313156577,48.868428787432315
252.82641320660332,56.65728556293796
253.1265632816408,48.563460682619905
253.42671335667833,53.400349199390526
253.72686343171586,48.400992005506644
254.02701350675338,43.63720622377003
254.3271635817909,51.567738602317164
254.62731365682842,52.51592406717663
254.92746373186594,56.46612941266131
255.22761380690346,49.44776486791342
255.52776388194098,46.9131896814382
255.82791395697848,52.81380548309513
256.128064032016,51.20368546118866
256.4282141070535,51.40332538561319
256.72836418209107,49.63443648126361
257.02851425712856,55.801692849968845
257.3286643321661,51.84746358187862
257.6288144072036,59.5232935417049
257.9289644822411,55.55528349280252
258.22911455727865,53.29524898050105
258.52926463231614,41.862808296918715
258.8294147073537,53.011596401478144
259.1295647823912,52.1014110182353
259.42971485742873,54.05475836401778
259.7298649324662,55.22221047353629
260.0300150075038,47.99560904105537
260.33016508254127,54.12002809225204
260.6303151575788,47.18847284490455
260.9304652326163,59.77439037504517
261.2306153076538,43.34024166741376
261.53076538269136,41.19655719800608
261.83091545772885,41.7463936708795
262.1310655327664,45.547222079184756
262.4312156078039,44.40442300720136
262.73136568284144,59.78039451851821
263.03151575787894,48.36750250960908
263.3316658329165,43.28662105311282
263.631815907954,55.57191488389896
263.9319659829915,47.06738030589204
264.232116058029,43.815733117293014
264.5322661330665,54.379194638246496
264.83241620810406,53.116810882890164
265.13256628314156,47.82521658522386
265.4327163581791,57.03770000120614
265.7328664332166,50.645507898553625
266.03301650825415,58.0847479942865
266.33316658329164,52.51370440999952
266.63331665832914,57.794027703099296
266.9334667333667,50.54701348212714
267.23361680840424,43.901278015104836
267.53376688344173,62.24684324530699
267.8339169584792,47.27112916008716
268.13406703351677,49.00581068555552
268.43421710855426,46.49800747539373
268.7343671835918,48.983027755177204
269.0345172586293,51.21334720540897
269.33466733366686,51.00915089437002
269.63481740870435,53.305101437993464
269.93496748374184,58.96079104487784
270.2351175587794,49.397677141057464
270.53526763381694,43.834396322767866
270.83541770885444,44.08840936745183
271.13556778389193,46.671227409004366
271.4357178589295,41.62902096190534
271.735867933967,54.12514912219493
272.0360180090045,47.50893218184461
272.336168084042,48.445075108485746
272.63631815907956,49.99054258580998
272.93646823411706,43.01689787702284
273.23661830915455,45.693418196119794
273.5367683841921,53.37355762843986
273.83691845922965,53.092695653931465
274.13706853426714,47.78414034649681
274.43721860930464,59.05267457062728
274.7373686843422,43.471365387211314
275.0375187593797,48.2750639492251
275.33766883441723,48.845801284322654
275.6378189094547,36.0345749992673
275.9379689844923,59.6876440680804
276.23811905952977,51.83166007270029
276.53826913456726,44.77705309046104
276.8384192096048,60.25586721428722
277.13856928464236,52.92831000086191
277.43871935967985,52.14763070010982
277.73886943471734,46.96500800899977
278.0390195097549,50.531113620176086
278.3391695847924,42.37159841885321
278.63931965982994,53.97513047212422
278.93946973486743,48.127808405783895
279.239619809905,50.670240982773116
279.5397698849425,56.010274310998525
279.83991995997997,51.42374055424529
280.1400700350175,51.31233722731634
280.44022011005507,51.38249652411092
280.74037018509256,46.33364198052344
281.04052026013005,54.18002359717134
