wavelength,intensity
200.0,5280.479691829529
200.12002400480097,5161.762108081353
200.2400480096019,4796.593766077336
200.36007201440287,4899.404000186158
200.48009601920384,4932.749539446453
200.6001200240048,4925.399353569293
200.72014402880575,4855.7532211562
200.84016803360672,4981.604809558047
200.96019203840768,4975.413505105869
201.08021604320865,5040.4015685028335
201.2002400480096,4989.273944402522
201.32026405281056,4982.945329090188
201.44028805761153,5025.903464690336
201.5603120624125,4980.104343739528
201.68033606721343,5098.614200792943
201.8003600720144,5084.917819689659
201.92038407681537,4890.358559162439
202.04040808161633,4924.626989424834
202.16043208641727,4945.785918523026
202.28045609121824,4967.436082962194
202.4004800960192,5184.538107147691
202.52050410082018,5213.3311687422665
202.64052810562112,5115.424759136932
202.76055211042208,4614.0828096978585
202.88057611522305,4855.091852108495
203.00060012002402,4831.839356699478
203.12062412482496,5043.3426966585075
203.24064812962592,4509.739040691897
203.3606721344269,4919.523794747691
203.48069613922786,4914.424321570257
203.6007201440288,4783.970774965279
203.72074414882977,4892.861732904624
203.84076815363073,4949.309851335492
203.96079215843167,4836.898018118088
204.08081616323264,4896.363787246844
204.2008401680336,5067.886007481426
204.32086417283458,5031.869483468692
204.44088817763551,4558.54080159455
204.56091218243648,4967.578222516949
204.68093618723745,4832.644053139057
204.80096019203842,4729.430777377015
204.92098419683936,4972.408462351326
205.04100820164032,5199.061083665625
205.1610322064413,4572.332830560228
205.28105621124226,4873.922413831016
205.4010802160432,4739.945644839178
205.52110422084417,4742.351465282794
205.64112822564513,4955.717895885823
205.7611522304461,4850.022412119895
205.88117623524704,5040.987343972525
206.001200240048,4938.762774768198
206.12122424484897,4891.171332199371
206.24124824964994,5074.370105905275
206.36127225445088,4797.831996175323
206.48129625925185,5062.037154299598
206.60132026405282,4980.234991968841
206.72134426885378,5084.447153405738
206.84136827365472,4626.972933509543
206.9613922784557,4778.160428212248
207.08141628325666,4853.612972102966
207.2014402880576,4936.27706374293
207.32146429285856,5005.499682652946
207.44148829765953,4785.944148836206
207.5615123024605,4899.5212491537595
207.68153630726144,4712.170403429117
207.8015603120624,4851.210840249337
207.92158431686337,4982.769305185513
208.04160832166434,4622.8740525248395
208.16163232646528,4694.502943233606
208.28165633126625,4956.072556105454
208.40168033606722,4866.442777164852
208.52170434086818,4670.476632377197
208.64172834566912,4725.8413758897295
208.7617523504701,4715.287984409123
208.88177635527106,5010.071294205272
209.00180036007202,4812.769367865893
209.12182436487296,4630.874263876003
209.24184836967393,4934.197681734966
209.3618723744749,4959.579352608367
209.48189637927587,4870.103882227436
